"condition","model","id","trial","context","L_index","M_index","H_index","left_index","middle_index","right_index","choice_idx","accuracy","L_outcome","M_outcome","H_outcome","left_outcome","middle_outcome","right_outcome"
"comparisons prompt","llama-2-70b-chat",204,13,1,2,3,4,4,2,3,0,1,13,30,48,48,13,30
"comparisons prompt","llama-2-70b-chat",204,14,3,7,8,9,8,7,9,0,0,14,51,84,51,14,84
"comparisons prompt","llama-2-70b-chat",204,15,3,7,8,9,8,9,7,0,0,15,51,83,51,83,15
"comparisons prompt","llama-2-70b-chat",204,16,0,0,-99,1,1,-99,0,0,1,12,0,48,48,0,12
"comparisons prompt","llama-2-70b-chat",204,17,1,2,3,4,3,2,4,-99,-99,15,27,47,27,15,47
"comparisons prompt","llama-2-70b-chat",204,18,0,0,-99,1,1,-99,0,0,1,11,0,55,55,0,11
"comparisons prompt","llama-2-70b-chat",204,19,1,2,3,4,4,3,2,-99,-99,14,32,52,52,32,14
"comparisons prompt","llama-2-70b-chat",204,20,1,2,3,4,4,2,3,0,1,13,35,51,51,13,35
"comparisons prompt","llama-2-70b-chat",204,21,2,5,-99,6,6,-99,5,0,1,14,0,83,83,0,14
"comparisons prompt","llama-2-70b-chat",204,22,0,0,-99,1,0,-99,1,1,1,12,0,50,12,0,50
"comparisons prompt","llama-2-70b-chat",204,23,3,7,8,9,7,9,8,2,0,14,49,85,14,85,49
"comparisons prompt","llama-2-70b-chat",204,24,0,0,-99,1,0,-99,1,1,1,16,0,48,16,0,48
"comparisons prompt","llama-2-70b-chat",204,25,3,7,8,9,8,9,7,0,0,10,47,83,47,83,10
"comparisons prompt","llama-2-70b-chat",204,26,1,2,3,4,3,4,2,-99,-99,11,31,51,31,51,11
"comparisons prompt","llama-2-70b-chat",204,27,3,7,8,9,8,7,9,0,0,16,51,86,51,16,86
"comparisons prompt","llama-2-70b-chat",204,28,0,0,-99,1,1,-99,0,0,1,13,0,48,48,0,13
"comparisons prompt","llama-2-70b-chat",204,29,3,7,8,9,7,9,8,2,0,11,49,84,11,84,49
"comparisons prompt","llama-2-70b-chat",204,30,0,0,-99,1,1,-99,0,0,1,16,0,46,46,0,16
"comparisons prompt","llama-2-70b-chat",204,31,0,0,-99,1,0,-99,1,1,1,13,0,49,13,0,49
"comparisons prompt","llama-2-70b-chat",204,32,2,5,-99,6,5,-99,6,1,1,14,0,87,14,0,87
"comparisons prompt","llama-2-70b-chat",204,33,0,0,-99,1,1,-99,0,0,1,14,0,47,47,0,14
"comparisons prompt","llama-2-70b-chat",204,34,2,5,-99,6,5,-99,6,1,1,17,0,85,17,0,85
"comparisons prompt","llama-2-70b-chat",204,35,2,5,-99,6,6,-99,5,0,1,14,0,84,84,0,14
"comparisons prompt","llama-2-70b-chat",204,36,3,7,8,9,8,7,9,0,0,16,49,87,49,16,87
"comparisons prompt","llama-2-70b-chat",204,37,2,5,-99,6,6,-99,5,0,1,13,0,89,89,0,13
"comparisons prompt","llama-2-70b-chat",204,38,2,5,-99,6,5,-99,6,1,1,13,0,84,13,0,84
"comparisons prompt","llama-2-70b-chat",204,39,0,0,-99,1,0,-99,1,1,1,15,0,47,15,0,47
"comparisons prompt","llama-2-70b-chat",204,40,1,2,3,4,2,4,3,-99,1,12,33,45,12,45,33
"comparisons prompt","llama-2-70b-chat",204,41,0,0,-99,1,0,-99,1,1,1,19,0,46,19,0,46
"comparisons prompt","llama-2-70b-chat",204,42,2,5,-99,6,6,-99,5,0,1,11,0,84,84,0,11
"comparisons prompt","llama-2-70b-chat",204,43,0,0,-99,1,1,-99,0,0,1,13,0,49,49,0,13
"comparisons prompt","llama-2-70b-chat",204,44,1,2,3,4,2,3,4,-99,1,13,28,50,13,28,50
"comparisons prompt","llama-2-70b-chat",204,45,0,0,-99,1,1,-99,0,0,1,13,0,51,51,0,13
"comparisons prompt","llama-2-70b-chat",204,46,3,7,8,9,7,8,9,1,0,15,49,88,15,49,88
"comparisons prompt","llama-2-70b-chat",204,47,2,5,-99,6,6,-99,5,0,1,13,0,88,88,0,13
"comparisons prompt","llama-2-70b-chat",204,48,1,2,3,4,4,3,2,-99,-99,13,30,50,50,30,13
"comparisons prompt","llama-2-70b-chat",204,49,2,5,-99,6,5,-99,6,1,1,12,0,84,12,0,84
"comparisons prompt","llama-2-70b-chat",204,50,3,7,8,9,7,9,8,2,0,15,48,85,15,85,48
"comparisons prompt","llama-2-70b-chat",204,51,2,5,-99,6,5,-99,6,1,1,16,0,88,16,0,88
"comparisons prompt","llama-2-70b-chat",204,52,1,2,3,4,4,3,2,-99,1,15,29,47,47,29,15
"comparisons prompt","llama-2-70b-chat",204,53,3,7,8,9,8,9,7,0,0,15,50,85,50,85,15
"comparisons prompt","llama-2-70b-chat",204,54,0,0,-99,1,1,-99,0,0,1,12,0,51,51,0,12
"comparisons prompt","llama-2-70b-chat",204,55,3,7,8,9,9,8,7,1,0,16,50,90,90,50,16
"comparisons prompt","llama-2-70b-chat",204,56,2,5,-99,6,5,-99,6,-99,-99,12,0,88,12,0,88
"comparisons prompt","llama-2-70b-chat",204,57,3,7,8,9,7,8,9,-99,-99,12,49,84,12,49,84
"comparisons prompt","llama-2-70b-chat",204,58,2,5,-99,6,6,-99,5,0,1,13,0,88,88,0,13
"comparisons prompt","llama-2-70b-chat",204,59,2,5,-99,6,6,-99,5,0,1,12,0,85,85,0,12
"comparisons prompt","llama-2-70b-chat",204,0,99,0,-99,1,0,-99,1,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,1,99,0,-99,2,2,-99,0,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,2,99,0,-99,3,3,-99,0,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,3,99,0,-99,4,0,-99,4,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,4,99,0,-99,5,5,-99,0,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,5,99,0,-99,6,6,-99,0,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,6,99,0,-99,7,0,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,7,99,0,-99,8,8,-99,0,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,8,99,0,-99,9,0,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,9,99,1,-99,2,1,-99,2,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,10,99,1,-99,3,3,-99,1,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,11,99,1,-99,4,1,-99,4,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,12,99,1,-99,5,1,-99,5,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,13,99,1,-99,6,6,-99,1,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,14,99,1,-99,7,7,-99,1,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,15,99,1,-99,8,8,-99,1,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,16,99,1,-99,9,1,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,17,99,2,-99,3,3,-99,2,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,18,99,2,-99,4,4,-99,2,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,19,99,2,-99,5,2,-99,5,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,20,99,2,-99,6,2,-99,6,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,21,99,2,-99,7,2,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,22,99,2,-99,8,2,-99,8,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,23,99,2,-99,9,2,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,24,99,3,-99,4,4,-99,3,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,25,99,3,-99,5,5,-99,3,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,26,99,3,-99,6,6,-99,3,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,27,99,3,-99,7,3,-99,7,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,28,99,3,-99,8,8,-99,3,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,29,99,3,-99,9,3,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,30,99,4,-99,5,4,-99,5,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,31,99,4,-99,6,4,-99,6,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,32,99,4,-99,7,7,-99,4,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,33,99,4,-99,8,4,-99,8,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,34,99,4,-99,9,4,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,35,99,5,-99,6,6,-99,5,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,36,99,5,-99,7,5,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,37,99,5,-99,8,5,-99,8,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,38,99,5,-99,9,5,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,39,99,6,-99,7,6,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,40,99,6,-99,8,6,-99,8,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,41,99,6,-99,9,6,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,42,99,7,-99,8,8,-99,7,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,43,99,7,-99,9,9,-99,7,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",204,44,99,8,-99,9,9,-99,8,-99,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,0,2,5,-99,6,5,-99,6,0,0,15,0,85,15,0,85
"comparisons prompt","llama-2-70b-chat",205,1,1,2,3,4,4,3,2,0,1,15,31,48,48,31,15
"comparisons prompt","llama-2-70b-chat",205,2,0,0,-99,1,1,-99,0,0,1,14,0,47,47,0,14
"comparisons prompt","llama-2-70b-chat",205,3,0,0,-99,1,1,-99,0,0,1,12,0,51,51,0,12
"comparisons prompt","llama-2-70b-chat",205,4,0,0,-99,1,0,-99,1,1,1,12,0,52,12,0,52
"comparisons prompt","llama-2-70b-chat",205,5,3,7,8,9,9,8,7,0,1,11,46,86,86,46,11
"comparisons prompt","llama-2-70b-chat",205,6,1,2,3,4,3,2,4,2,1,14,31,48,31,14,48
"comparisons prompt","llama-2-70b-chat",205,7,1,2,3,4,2,4,3,1,1,11,32,49,11,49,32
"comparisons prompt","llama-2-70b-chat",205,8,0,0,-99,1,0,-99,1,1,1,14,0,52,14,0,52
"comparisons prompt","llama-2-70b-chat",205,9,2,5,-99,6,5,-99,6,1,1,14,0,81,14,0,81
"comparisons prompt","llama-2-70b-chat",205,10,2,5,-99,6,5,-99,6,1,1,15,0,84,15,0,84
"comparisons prompt","llama-2-70b-chat",205,11,1,2,3,4,3,2,4,-99,0,10,27,50,27,10,50
"comparisons prompt","llama-2-70b-chat",205,12,0,0,-99,1,1,-99,0,0,1,13,0,47,47,0,13
"comparisons prompt","llama-2-70b-chat",205,13,3,7,8,9,7,8,9,2,1,18,52,87,18,52,87
"comparisons prompt","llama-2-70b-chat",205,14,3,7,8,9,7,9,8,1,1,12,51,85,12,85,51
"comparisons prompt","llama-2-70b-chat",205,15,1,2,3,4,2,3,4,1,0,12,34,51,12,34,51
"comparisons prompt","llama-2-70b-chat",205,16,3,7,8,9,8,7,9,2,1,13,48,84,48,13,84
"comparisons prompt","llama-2-70b-chat",205,17,3,7,8,9,9,7,8,0,1,11,51,85,85,11,51
"comparisons prompt","llama-2-70b-chat",205,18,0,0,-99,1,1,-99,0,0,1,14,0,50,50,0,14
"comparisons prompt","llama-2-70b-chat",205,19,2,5,-99,6,6,-99,5,0,1,17,0,86,86,0,17
"comparisons prompt","llama-2-70b-chat",205,20,0,0,-99,1,0,-99,1,1,1,12,0,54,12,0,54
"comparisons prompt","llama-2-70b-chat",205,21,3,7,8,9,8,9,7,1,1,16,50,86,50,86,16
"comparisons prompt","llama-2-70b-chat",205,22,3,7,8,9,7,8,9,2,1,13,52,82,13,52,82
"comparisons prompt","llama-2-70b-chat",205,23,0,0,-99,1,1,-99,0,-99,-99,16,0,50,50,0,16
"comparisons prompt","llama-2-70b-chat",205,24,0,0,-99,1,1,-99,0,-99,-99,16,0,49,49,0,16
"comparisons prompt","llama-2-70b-chat",205,25,0,0,-99,1,1,-99,0,0,1,11,0,51,51,0,11
"comparisons prompt","llama-2-70b-chat",205,26,0,0,-99,1,1,-99,0,0,1,13,0,52,52,0,13
"comparisons prompt","llama-2-70b-chat",205,27,0,0,-99,1,1,-99,0,0,1,13,0,49,49,0,13
"comparisons prompt","llama-2-70b-chat",205,28,2,5,-99,6,5,-99,6,1,1,12,0,88,12,0,88
"comparisons prompt","llama-2-70b-chat",205,29,1,2,3,4,3,4,2,0,0,10,30,52,30,52,10
"comparisons prompt","llama-2-70b-chat",205,30,2,5,-99,6,6,-99,5,0,1,16,0,87,87,0,16
"comparisons prompt","llama-2-70b-chat",205,31,1,2,3,4,2,3,4,0,0,12,35,49,12,35,49
"comparisons prompt","llama-2-70b-chat",205,32,2,5,-99,6,6,-99,5,0,1,20,0,86,86,0,20
"comparisons prompt","llama-2-70b-chat",205,33,1,2,3,4,4,2,3,2,0,15,32,47,47,15,32
"comparisons prompt","llama-2-70b-chat",205,34,3,7,8,9,9,7,8,0,1,14,46,85,85,14,46
"comparisons prompt","llama-2-70b-chat",205,35,1,2,3,4,4,2,3,0,1,16,28,49,49,16,28
"comparisons prompt","llama-2-70b-chat",205,36,1,2,3,4,4,3,2,0,1,16,32,51,51,32,16
"comparisons prompt","llama-2-70b-chat",205,37,3,7,8,9,8,9,7,1,1,9,45,86,45,86,9
"comparisons prompt","llama-2-70b-chat",205,38,3,7,8,9,8,7,9,2,1,14,50,84,50,14,84
"comparisons prompt","llama-2-70b-chat",205,39,0,0,-99,1,0,-99,1,1,1,15,0,48,15,0,48
"comparisons prompt","llama-2-70b-chat",205,40,1,2,3,4,3,2,4,2,1,10,33,48,33,10,48
"comparisons prompt","llama-2-70b-chat",205,41,1,2,3,4,4,2,3,0,1,15,33,48,48,15,33
"comparisons prompt","llama-2-70b-chat",205,42,2,5,-99,6,6,-99,5,0,1,14,0,86,86,0,14
"comparisons prompt","llama-2-70b-chat",205,43,2,5,-99,6,6,-99,5,0,1,13,0,87,87,0,13
"comparisons prompt","llama-2-70b-chat",205,44,3,7,8,9,9,8,7,0,1,12,47,84,84,47,12
"comparisons prompt","llama-2-70b-chat",205,45,3,7,8,9,8,7,9,2,1,12,51,85,51,12,85
"comparisons prompt","llama-2-70b-chat",205,46,2,5,-99,6,5,-99,6,1,1,12,0,85,12,0,85
"comparisons prompt","llama-2-70b-chat",205,47,2,5,-99,6,5,-99,6,1,1,10,0,85,10,0,85
"comparisons prompt","llama-2-70b-chat",205,48,3,7,8,9,8,9,7,1,1,13,47,90,47,90,13
"comparisons prompt","llama-2-70b-chat",205,49,2,5,-99,6,5,-99,6,1,1,13,0,83,13,0,83
"comparisons prompt","llama-2-70b-chat",205,50,1,2,3,4,4,2,3,0,1,15,37,53,53,15,37
"comparisons prompt","llama-2-70b-chat",205,51,2,5,-99,6,6,-99,5,0,1,9,0,81,81,0,9
"comparisons prompt","llama-2-70b-chat",205,52,0,0,-99,1,0,-99,1,1,1,11,0,51,11,0,51
"comparisons prompt","llama-2-70b-chat",205,53,3,7,8,9,9,8,7,0,1,15,51,81,81,51,15
"comparisons prompt","llama-2-70b-chat",205,54,1,2,3,4,4,3,2,0,1,10,32,50,50,32,10
"comparisons prompt","llama-2-70b-chat",205,55,2,5,-99,6,6,-99,5,0,1,14,0,85,85,0,14
"comparisons prompt","llama-2-70b-chat",205,56,2,5,-99,6,6,-99,5,0,1,12,0,84,84,0,12
"comparisons prompt","llama-2-70b-chat",205,57,0,0,-99,1,0,-99,1,-99,-99,13,0,49,13,0,49
"comparisons prompt","llama-2-70b-chat",205,58,3,7,8,9,9,8,7,0,1,15,51,87,87,51,15
"comparisons prompt","llama-2-70b-chat",205,59,1,2,3,4,4,2,3,0,1,15,29,49,49,15,29
"comparisons prompt","llama-2-70b-chat",205,0,99,0,-99,1,1,-99,0,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,2,99,0,-99,3,0,-99,3,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,3,99,0,-99,4,0,-99,4,1,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,4,99,0,-99,5,5,-99,0,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,5,99,0,-99,6,6,-99,0,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,6,99,0,-99,7,0,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,7,99,0,-99,8,0,-99,8,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,8,99,0,-99,9,9,-99,0,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,9,99,1,-99,2,2,-99,1,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,10,99,1,-99,3,1,-99,3,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,11,99,1,-99,4,1,-99,4,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,12,99,1,-99,5,5,-99,1,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,13,99,1,-99,6,1,-99,6,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,14,99,1,-99,7,7,-99,1,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,15,99,1,-99,8,8,-99,1,-99,-99,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,16,99,1,-99,9,1,-99,9,-99,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,17,99,2,-99,3,2,-99,3,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,18,99,2,-99,4,4,-99,2,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,19,99,2,-99,5,5,-99,2,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,20,99,2,-99,6,2,-99,6,1,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,21,99,2,-99,7,2,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,22,99,2,-99,8,8,-99,2,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,23,99,2,-99,9,2,-99,9,1,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,24,99,3,-99,4,4,-99,3,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,25,99,3,-99,5,3,-99,5,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,26,99,3,-99,6,6,-99,3,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,27,99,3,-99,7,7,-99,3,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,28,99,3,-99,8,8,-99,3,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,29,99,3,-99,9,3,-99,9,1,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,30,99,4,-99,5,5,-99,4,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,31,99,4,-99,6,4,-99,6,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,32,99,4,-99,7,4,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,33,99,4,-99,8,4,-99,8,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,34,99,4,-99,9,9,-99,4,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,35,99,5,-99,6,5,-99,6,1,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,36,99,5,-99,7,5,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,37,99,5,-99,8,8,-99,5,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,38,99,5,-99,9,9,-99,5,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,39,99,6,-99,7,6,-99,7,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,40,99,6,-99,8,6,-99,8,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,41,99,6,-99,9,6,-99,9,0,0,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,42,99,7,-99,8,8,-99,7,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,43,99,7,-99,9,9,-99,7,0,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",205,44,99,8,-99,9,8,-99,9,1,1,0,0,0,0,0,0
"comparisons prompt","llama-2-70b-chat",206,0,3,7,8,9,8,7,9,0,0,13,47,84,47,13,84
"comparisons prompt","llama-2-70b-chat",206,1,0,0,-99,1,1,-99,0,0,1,13,0,49,49,0,13
"comparisons prompt","llama-2-70b-chat",206,2,2,5,-99,6,5,-99,6,0,0,16,0,84,16,0,84
"comparisons prompt","llama-2-70b-chat",206,3,3,7,8,9,8,7,9,2,1,16,55,84,55,16,84
"comparisons prompt","llama-2-70b-chat",206,4,2,5,-99,6,5,-99,6,1,1,14,0,89,14,0,89
"comparisons prompt","llama-2-70b-chat",206,5,0,0,-99,1,0,-99,1,1,1,11,0,50,11,0,50
"comparisons prompt","llama-2-70b-chat",206,6,3,7,8,9,7,9,8,2,0,18,51,89,18,89,51
"comparisons prompt","llama-2-70b-chat",206,7,0,0,-99,1,0,-99,1,1,1,16,0,50,16,0,50
"comparisons prompt","llama-2-70b-chat",206,8,2,5,-99,6,5,-99,6,1,1,14,0,86,14,0,86
"comparisons prompt","llama-2-70b-chat",206,9,1,2,3,4,2,4,3,0,0,12,32,50,12,50,32
"comparisons prompt","llama-2-70b-chat",206,10,3,7,8,9,9,7,8,0,1,14,50,86,86,14,50
"comparisons prompt","llama-2-70b-chat",206,11,0,0,-99,1,1,-99,0,-99,0,16,0,50,50,0,16
"comparisons prompt","llama-2-70b-chat",206,12,1,2,3,4,4,2,3,0,1,12,29,48,48,12,29
"comparisons prompt","llama-2-70b-chat",206,13,0,0,-99,1,1,-99,0,-99,0,14,0,48,48,0,14
"comparisons prompt","llama-2-70b-chat",206,14,1,2,3,4,2,3,4,2,1,13,29,50,13,29,50
"comparisons prompt","llama-2-70b-chat",206,15,0,0,-99,1,0,-99,1,-99,0,12,0,51,12,0,51
"comparisons prompt","llama-2-70b-chat",206,16,2,5,-99,6,5,-99,6,0,0,9,0,84,9,0,84
"comparisons prompt","llama-2-70b-chat",206,17,2,5,-99,6,6,-99,5,0,1,12,0,86,86,0,12
"comparisons prompt","llama-2-70b-chat",206,18,2,5,-99,6,5,-99,6,1,1,16,0,84,16,0,84
"comparisons prompt","llama-2-70b-chat",206,19,3,7,8,9,9,8,7,0,1,9,51,85,85,51,9
"comparisons prompt","llama-2-70b-chat",206,20,2,5,-99,6,6,-99,5,0,1,9,0,84,84,0,9
"comparisons prompt","llama-2-70b-chat",206,21,2,5,-99,6,5,-99,6,1,1,14,0,87,14,0,87
"comparisons prompt","llama-2-70b-chat",206,22,0,0,-99,1,0,-99,1,-99,0,12,0,50,12,0,50
"comparisons prompt","llama-2-70b-chat",206,23,0,0,-99,1,0,-99,1,-99,0,13,0,48,13,0,48
"comparisons prompt","llama-2-70b-chat",206,24,2,5,-99,6,6,-99,5,-99,-99,15,0,82,82,0,15
"comparisons prompt","llama-2-70b-chat",206,25,3,7,8,9,9,8,7,0,1,13,47,85,85,47,13
"comparisons prompt","llama-2-70b-chat",206,26,3,7,8,9,8,7,9,2,1,14,51,86,51,14,86
"comparisons prompt","llama-2-70b-chat",206,27,3,7,8,9,9,8,7,0,1,13,50,83,83,50,13
"comparisons prompt","llama-2-70b-chat",206,28,0,0,-99,1,1,-99,0,0,1,17,0,48,48,0,17
"comparisons prompt","llama-2-70b-chat",206,29,1,2,3,4,2,4,3,0,0,16,31,52,16,52,31
"comparisons prompt","llama-2-70b-chat",206,30,3,7,8,9,7,9,8,1,1,15,51,82,15,82,51
"comparisons prompt","llama-2-70b-chat",206,31,1,2,3,4,4,2,3,0,1,14,32,52,52,14,32
"comparisons prompt","llama-2-70b-chat",206,32,3,7,8,9,9,7,8,0,1,14,51,87,87,14,51
"comparisons prompt","llama-2-70b-chat",206,33,1,2,3,4,4,2,3,0,1,11,28,52,52,11,28
"comparisons prompt","llama-2-70b-chat",206,34,2,5,-99,6,6,-99,5,-99,-99,16,0,88,88,0,16
"comparisons prompt","llama-2-70b-chat",206,35,1,2,3,4,2,4,3,1,1,13,33,53,13,53,33
"comparisons prompt","llama-2-70b-chat",206,36,1,2,3,4,3,4,2,1,1,11,34,49,34,49,11
"comparisons prompt","llama-2-70b-chat",206,37,0,0,-99,1,1,-99,0,0,1,19,0,52,52,0,19
"comparisons prompt","llama-2-70b-chat",206,38,1,2,3,4,3,2,4,0,0,11,29,51,29,11,51
"comparisons prompt","llama-2-70b-chat",206,39,0,0,-99,1,0,-99,1,1,1,13,0,50,13,0,50
"comparisons prompt","llama-2-70b-chat",206,40,2,5,-99,6,6,-99,5,0,1,13,0,87,87,0,13
"comparisons prompt","llama-2-70b-chat",206,41,3,7,8,9,8,7,9,2,1,16,50,84,50,16,84
"comparisons prompt","llama-2-70b-chat",206,42,2,5,-99,6,6,-99,5,0,1,16,0,86,86,0,16
"comparisons prompt","llama-2-70b-chat",206,43,3,7,8,9,8,7,9,0,0,12,48,89,48,12,89
"comparisons prompt","llama-2-70b-chat",206,44,0,0,-99,1,0,-99,1,1,1,16,0,54,16,0,54
"comparisons prompt","llama-2-70b-chat",206,45,3,7,8,9,7,8,9,2,1,15,48,84,15,48,84
"comparisons prompt","llama-2-70b-chat",206,46,3,7,8,9,8,7,9,0,0,11,48,86,48,11,86
"comparisons prompt","llama-2-70b-chat",206,47,1,2,3,4,4,2,3,0,1,17,32,51,51,17,32
"comparisons prompt","llama-2-70b-chat",206,48,1,2,3,4,4,3,2,0,1,15,32,52,52,32,15
"comparisons prompt","llama-2-70b-chat",206,49,1,2,3,4,2,4,3,1,1,13,30,47,13,47,30
"comparisons prompt","llama-2-70b-chat",206,50,1,2,3,4,4,2,3,0,1,13,30,50,50,13,30
"comparisons prompt","llama-2-70b-chat",206,51,3,7,8,9,8,9,7,0,0,14,44,87,44,87,14
